customerID;SeniorCitizen;tenure;Contract;PaymentMethod;MonthlyCharges;Churn;tenure_group;auto_payment
2522-WLNSF;Yes;34;One year;Bank transfer (automatic);64.2;No;> 2 anos;Automatico
3841-CONLJ;No;1;Month-to-month;Electronic check;35;No;< 1 ano;Manual
5057-LCOUI;No;39;Month-to-month;Electronic check;50.75;Yes;> 2 anos;Manual
0193-ESZXP;Yes;58;One year;Credit card (automatic);105.5;Yes;> 2 anos;Automatico
4475-NVTLU;No;45;Two year;Electronic check;19.2;No;> 2 anos;Manual
4369-HTUIF;Yes;6;Month-to-month;Bank transfer (automatic);85.15;Yes;< 1 ano;Automatico
9386-LDCZR;No;43;One year;Credit card (automatic);90.65;No;> 2 anos;Automatico
9585-KKMFD;No;41;Two year;Mailed check;20;No;> 2 anos;Manual
5399-ZIMKF;No;5;Month-to-month;Electronic check;74.65;No;< 1 ano;Manual
0336-KXKFK;No;72;Two year;Credit card (automatic);61.2;No;> 2 anos;Automatico
5619-XZZKR;No;4;One year;Mailed check;19.95;No;< 1 ano;Manual
3948-FVVRP;No;9;Month-to-month;Mailed check;54.8;No;< 1 ano;Manual
5327-XOKKY;Yes;72;Two year;Credit card (automatic);73.45;No;> 2 anos;Automatico
0983-TATYJ;No;33;One year;Mailed check;51.45;No;> 2 anos;Manual
1813-JYWTO;No;72;Two year;Bank transfer (automatic);80.45;No;> 2 anos;Automatico
0156-FVPTA;No;22;Month-to-month;Electronic check;54.2;Yes;1-2 anos;Manual
1984-FCOWB;No;70;One year;Electronic check;109.5;Yes;> 2 anos;Manual
0654-HMSHN;No;21;Month-to-month;Electronic check;104.4;Yes;1-2 anos;Manual
6719-OXYBR;No;15;Month-to-month;Electronic check;85.3;No;1-2 anos;Manual
3312-ZWLGF;Yes;29;Month-to-month;Electronic check;79.3;No;> 2 anos;Manual
6476-YHMGA;No;15;Month-to-month;Bank transfer (automatic);76.5;No;1-2 anos;Automatico
5287-QWLKY;Yes;71;Month-to-month;Credit card (automatic);105.1;Yes;> 2 anos;Automatico
0795-XCCTE;Yes;72;Two year;Bank transfer (automatic);25.4;No;> 2 anos;Automatico
0168-XZKBB;No;19;Month-to-month;Electronic check;86.85;No;1-2 anos;Manual
3785-NRHYR;No;1;Month-to-month;Mailed check;19.65;No;< 1 ano;Manual
5196-SGOAK;No;1;Month-to-month;Electronic check;75.7;Yes;< 1 ano;Manual
4537-DKTAL;No;2;Month-to-month;Electronic check;45.55;No;< 1 ano;Manual
7072-MBHEV;Yes;11;Month-to-month;Credit card (automatic);78.1;No;< 1 ano;Automatico
5602-BVFMK;No;12;One year;Mailed check;19.3;No;1-2 anos;Manual
6297-NOOPG;No;70;Two year;Electronic check;110.5;No;> 2 anos;Manual
1891-UAWWU;Yes;20;Month-to-month;Electronic check;90.8;Yes;1-2 anos;Manual
8204-TIFGJ;No;23;Month-to-month;Bank transfer (automatic);20.3;No;1-2 anos;Automatico
8050-DVOJX;Yes;49;Two year;Credit card (automatic);81.35;No;> 2 anos;Automatico
6108-OQZDQ;No;4;Month-to-month;Electronic check;97.95;Yes;< 1 ano;Manual
0363-QJVFX;No;32;Month-to-month;Credit card (automatic);108.15;Yes;> 2 anos;Automatico
8903-XEBGX;No;2;Month-to-month;Electronic check;55.3;No;< 1 ano;Manual
8169-SAEJD;Yes;69;Two year;Credit card (automatic);56.55;No;> 2 anos;Automatico
9840-DVNDC;No;6;Month-to-month;Credit card (automatic);80.5;Yes;< 1 ano;Automatico
1089-XZWHH;No;24;Two year;Mailed check;19.7;No;> 2 anos;Manual
2325-WINES;No;32;One year;Credit card (automatic);104.05;No;> 2 anos;Automatico
6064-ZATLR;No;27;Two year;Bank transfer (automatic);52.85;No;> 2 anos;Automatico
3096-JRDSO;Yes;27;Month-to-month;Bank transfer (automatic);104.3;Yes;> 2 anos;Automatico
7824-PANSQ;No;58;Month-to-month;Bank transfer (automatic);80.65;No;> 2 anos;Automatico
8042-JVNFH;No;1;Month-to-month;Mailed check;71.35;Yes;< 1 ano;Manual
9648-BCHKM;No;18;Two year;Credit card (automatic);24.65;No;1-2 anos;Automatico
2888-ADFAO;No;47;Two year;Bank transfer (automatic);21.3;No;> 2 anos;Automatico
8707-HOEDG;No;70;Two year;Electronic check;110.2;No;> 2 anos;Manual
3374-LXDEV;No;13;Month-to-month;Electronic check;89.4;Yes;1-2 anos;Manual
4072-IPYLT;No;36;Month-to-month;Credit card (automatic);51.05;No;> 2 anos;Automatico
7167-PCEYD;No;67;Two year;Mailed check;19.8;No;> 2 anos;Manual
4936-YPJNK;No;10;Month-to-month;Mailed check;19.9;No;< 1 ano;Manual
1580-BMCMR;Yes;19;Month-to-month;Electronic check;87.3;No;1-2 anos;Manual
4817-KEQSP;No;71;Two year;Bank transfer (automatic);19.85;No;> 2 anos;Automatico
6408-WHTEF;No;72;Two year;Mailed check;89.4;No;> 2 anos;Manual
9251-AWQGT;No;48;Two year;Mailed check;20;No;> 2 anos;Manual
8749-CLJXC;No;1;Month-to-month;Mailed check;20.05;No;< 1 ano;Manual
7989-VCQOH;No;18;Month-to-month;Electronic check;83.25;No;1-2 anos;Manual
5049-GLYVG;No;1;Month-to-month;Mailed check;20.6;Yes;< 1 ano;Manual
4199-QHJNM;Yes;67;Two year;Bank transfer (automatic);102.9;No;> 2 anos;Automatico
8882-TLVRW;No;69;Two year;Mailed check;39.1;No;> 2 anos;Manual
5883-GTGVD;No;19;Month-to-month;Electronic check;99.95;Yes;1-2 anos;Manual
5135-GRQJV;Yes;72;Two year;Mailed check;114.5;No;> 2 anos;Manual
2384-OVPSA;Yes;38;Two year;Mailed check;20.2;No;> 2 anos;Manual
1371-WEPDS;Yes;40;One year;Electronic check;55.8;No;> 2 anos;Manual
3580-GICBM;No;61;Two year;Mailed check;24.2;No;> 2 anos;Manual
4817-QRJSX;No;10;Month-to-month;Credit card (automatic);81;Yes;< 1 ano;Automatico
9730-DRTMJ;No;32;One year;Credit card (automatic);72.8;No;> 2 anos;Automatico
4686-UXDML;No;21;Month-to-month;Credit card (automatic);99.85;No;1-2 anos;Automatico
3349-ANQNH;Yes;59;One year;Electronic check;99.5;No;> 2 anos;Manual
2398-YPMUR;Yes;13;Month-to-month;Electronic check;70.15;Yes;1-2 anos;Manual
0932-YIXYU;No;47;Two year;Credit card (automatic);20.25;No;> 2 anos;Automatico
7480-SPLEF;No;69;Two year;Bank transfer (automatic);26;No;> 2 anos;Automatico
7636-XUHWW;No;2;Month-to-month;Credit card (automatic);19.9;No;< 1 ano;Automatico
1431-CYWMH;No;22;Month-to-month;Bank transfer (automatic);19.05;No;1-2 anos;Automatico
5937-EORGB;Yes;15;Month-to-month;Electronic check;96.5;No;1-2 anos;Manual
6349-JDHQP;No;53;Two year;Credit card (automatic);19.85;No;> 2 anos;Automatico
5539-HIVAK;Yes;28;Month-to-month;Mailed check;25.7;No;> 2 anos;Manual
5847-MXBEO;No;22;One year;Mailed check;20.3;No;1-2 anos;Manual
9985-MWVIX;No;1;Month-to-month;Mailed check;70.15;Yes;< 1 ano;Manual
4583-PARNH;Yes;16;Month-to-month;Electronic check;91.55;No;1-2 anos;Manual
1116-FRYVH;No;48;Two year;Mailed check;39.4;No;> 2 anos;Manual
1421-HCERK;Yes;30;Month-to-month;Bank transfer (automatic);105.7;No;> 2 anos;Automatico
9633-XQABV;No;3;Month-to-month;Electronic check;70.25;No;< 1 ano;Manual
0716-BQNDX;Yes;57;Two year;Electronic check;93.75;No;> 2 anos;Manual
1265-XTECC;Yes;68;One year;Credit card (automatic);96.55;Yes;> 2 anos;Automatico
1183-CANVH;No;23;One year;Bank transfer (automatic);60;No;1-2 anos;Automatico
1972-XMUWV;No;65;Two year;Credit card (automatic);59.8;No;> 2 anos;Automatico
8679-LZBMD;No;44;One year;Bank transfer (automatic);90.65;No;> 2 anos;Automatico
3407-JMJQQ;No;71;Two year;Bank transfer (automatic);109;No;> 2 anos;Automatico
6252-DFGTK;No;37;One year;Credit card (automatic);68.1;No;> 2 anos;Automatico
1539-LNKHM;No;12;Month-to-month;Mailed check;20.4;No;1-2 anos;Manual
8645-KOMJQ;No;69;Two year;Bank transfer (automatic);81.95;No;> 2 anos;Automatico
0289-IVARM;No;35;Month-to-month;Electronic check;60.55;No;> 2 anos;Manual
9761-XUJWD;No;5;Month-to-month;Bank transfer (automatic);65.6;No;< 1 ano;Automatico
4057-FKCZK;No;58;Two year;Bank transfer (automatic);82.5;No;> 2 anos;Automatico
4291-TPNFG;No;72;Two year;Bank transfer (automatic);82.3;No;> 2 anos;Automatico
6087-YPWHO;No;72;Two year;Mailed check;68.15;No;> 2 anos;Manual
3090-QFUVD;No;1;Month-to-month;Credit card (automatic);20.3;No;< 1 ano;Automatico
2237-ZFSMY;No;39;One year;Electronic check;95.55;Yes;> 2 anos;Manual
1722-LDZJS;No;53;One year;Credit card (automatic);20.2;No;> 2 anos;Automatico
1818-ESQMW;No;27;Month-to-month;Electronic check;89.2;No;> 2 anos;Manual
4871-JTKJF;Yes;1;Month-to-month;Electronic check;69.65;Yes;< 1 ano;Manual
1415-YFWLT;Yes;1;Month-to-month;Electronic check;89.3;Yes;< 1 ano;Manual
7401-RUBNK;No;18;Month-to-month;Electronic check;74.8;No;1-2 anos;Manual
0506-YLVKJ;No;46;Two year;Mailed check;20.2;No;> 2 anos;Manual
8661-BOYNW;No;72;Two year;Credit card (automatic);84.4;No;> 2 anos;Automatico
6711-VTNRE;No;36;Month-to-month;Electronic check;87.55;Yes;> 2 anos;Manual
4815-GBTCD;No;4;Month-to-month;Electronic check;25.15;No;< 1 ano;Manual
2805-AUFQN;No;25;Two year;Credit card (automatic);19.8;No;> 2 anos;Automatico
0980-PVMRC;No;40;Month-to-month;Electronic check;50.85;No;> 2 anos;Manual
7233-DRTRF;No;63;Month-to-month;Electronic check;102.4;No;> 2 anos;Manual
3500-RMZLT;Yes;15;Month-to-month;Mailed check;96.3;Yes;1-2 anos;Manual
3873-NFTGI;No;14;Month-to-month;Credit card (automatic);55.5;No;1-2 anos;Automatico
1162-ECVII;Yes;72;Two year;Bank transfer (automatic);109.75;No;> 2 anos;Automatico
7048-GXDAY;No;39;Month-to-month;Electronic check;106.4;No;> 2 anos;Manual
8571-ZCMCX;No;47;Two year;Credit card (automatic);60;No;> 2 anos;Automatico
1169-WCVAK;No;19;Month-to-month;Credit card (automatic);88.8;No;1-2 anos;Automatico
4548-SDBKE;No;5;Month-to-month;Electronic check;85.2;Yes;< 1 ano;Manual
8066-POXGX;No;13;Month-to-month;Electronic check;35.1;Yes;1-2 anos;Manual
7129-CAKJW;No;17;Month-to-month;Bank transfer (automatic);80.05;No;1-2 anos;Automatico
8695-ARGXZ;Yes;34;Month-to-month;Electronic check;75.55;No;> 2 anos;Manual
3570-YUEKJ;No;42;Month-to-month;Electronic check;49.55;No;> 2 anos;Manual
4143-OOBWZ;No;5;Month-to-month;Electronic check;81.3;Yes;< 1 ano;Manual
1555-HAPSU;No;71;Two year;Credit card (automatic);23.9;No;> 2 anos;Automatico
1697-NVVGY;Yes;19;Month-to-month;Bank transfer (automatic);66.4;No;1-2 anos;Automatico
7854-EKTJL;No;2;Month-to-month;Electronic check;19.6;Yes;< 1 ano;Manual
8464-EETCQ;No;57;Two year;Credit card (automatic);18.8;No;> 2 anos;Automatico
2419-FSORS;No;72;Two year;Electronic check;108.4;No;> 2 anos;Manual
8132-YPVBX;No;6;Month-to-month;Mailed check;85.95;No;< 1 ano;Manual
9102-IAYHT;No;17;Month-to-month;Electronic check;85.45;Yes;1-2 anos;Manual
6754-LZUKA;No;61;Two year;Bank transfer (automatic);80.9;No;> 2 anos;Automatico
3422-LYEPQ;No;1;Month-to-month;Electronic check;71;Yes;< 1 ano;Manual
8099-MZPUJ;No;48;Two year;Credit card (automatic);111.8;No;> 2 anos;Automatico
0787-LHDYT;No;16;Month-to-month;Credit card (automatic);20.6;No;1-2 anos;Automatico
2642-DTVCO;Yes;9;Month-to-month;Electronic check;85.05;Yes;< 1 ano;Manual
0374-IOEGQ;No;3;Month-to-month;Electronic check;44.6;No;< 1 ano;Manual
4361-JEIVL;No;1;Month-to-month;Electronic check;44.4;Yes;< 1 ano;Manual
3197-NNYNB;No;65;Two year;Credit card (automatic);105.1;No;> 2 anos;Automatico
3396-DKDEL;No;70;Two year;Credit card (automatic);115.15;No;> 2 anos;Automatico
1752-OZXFY;No;60;One year;Mailed check;59.8;No;> 2 anos;Manual
9066-QRSDU;No;69;One year;Electronic check;26.3;No;> 2 anos;Manual
9112-WSNPU;Yes;35;Month-to-month;Electronic check;70.55;No;> 2 anos;Manual
9867-NNXLC;No;22;Month-to-month;Mailed check;20.05;No;1-2 anos;Manual
5321-NTRKC;No;66;Two year;Bank transfer (automatic);79.85;No;> 2 anos;Automatico
1363-TXLSL;Yes;1;Month-to-month;Electronic check;70.3;Yes;< 1 ano;Manual
9507-EXLTT;No;1;Month-to-month;Bank transfer (automatic);79.35;Yes;< 1 ano;Automatico
3161-GETRM;No;34;Month-to-month;Credit card (automatic);90.05;No;> 2 anos;Automatico
0402-OAMEN;No;72;Two year;Bank transfer (automatic);24.45;No;> 2 anos;Automatico
6933-VLYFX;No;31;One year;Electronic check;59.95;No;> 2 anos;Manual
6754-WKSHP;No;30;One year;Bank transfer (automatic);25.35;No;> 2 anos;Automatico
9846-GKXAS;No;9;Month-to-month;Bank transfer (automatic);90.8;Yes;< 1 ano;Automatico
6017-PPLPX;No;20;Month-to-month;Electronic check;70.45;Yes;1-2 anos;Manual
4976-LNFVV;Yes;19;Month-to-month;Credit card (automatic);34.3;No;1-2 anos;Automatico
5055-MGMGF;No;65;Month-to-month;Electronic check;105.05;No;> 2 anos;Manual
4641-FROLU;No;30;Two year;Mailed check;19.3;No;> 2 anos;Manual
2862-JVEOY;No;6;One year;Mailed check;19.15;No;< 1 ano;Manual
2969-QWUBZ;No;2;Month-to-month;Electronic check;51.4;No;< 1 ano;Manual
9822-BIIGN;No;53;Month-to-month;Electronic check;71.85;No;> 2 anos;Manual
2077-MPJQO;Yes;7;Month-to-month;Electronic check;75.4;No;< 1 ano;Manual
1534-OULXE;No;61;One year;Bank transfer (automatic);49.7;No;> 2 anos;Automatico
7136-RVDTZ;Yes;70;One year;Electronic check;45.25;Yes;> 2 anos;Manual
2971-SGAFL;No;13;Month-to-month;Electronic check;78.75;No;1-2 anos;Manual
1480-IVEVR;Yes;35;One year;Bank transfer (automatic);81.6;No;> 2 anos;Automatico
2905-KFQUV;No;2;Month-to-month;Credit card (automatic);70.4;No;< 1 ano;Automatico
4581-SSPWD;No;3;Month-to-month;Electronic check;75.8;Yes;< 1 ano;Manual
3370-HXOPH;No;3;Month-to-month;Electronic check;76.1;No;< 1 ano;Manual
9391-YZEJW;No;62;One year;Bank transfer (automatic);94;No;> 2 anos;Automatico
9958-MEKUC;No;72;Two year;Credit card (automatic);103.95;No;> 2 anos;Automatico
0281-CNTZX;No;63;Two year;Bank transfer (automatic);19.95;No;> 2 anos;Automatico
6927-WTFIV;Yes;20;Month-to-month;Credit card (automatic);71.3;Yes;1-2 anos;Automatico
4118-CEVPF;Yes;35;One year;Bank transfer (automatic);110.8;No;> 2 anos;Automatico
3398-ZOUAA;Yes;21;Month-to-month;Electronic check;69.1;Yes;1-2 anos;Manual
9114-VEPUF;No;62;One year;Electronic check;96.1;No;> 2 anos;Manual
7876-BEUTG;No;15;Month-to-month;Mailed check;48.8;No;1-2 anos;Manual
2338-BQEZT;No;55;Month-to-month;Credit card (automatic);50.55;No;> 2 anos;Automatico
9873-MNDKV;No;11;Month-to-month;Mailed check;44.65;No;< 1 ano;Manual
0378-NHQXU;No;17;Month-to-month;Electronic check;88.25;Yes;1-2 anos;Manual
8241-JUIQO;No;61;One year;Bank transfer (automatic);19.45;No;> 2 anos;Automatico
2194-IIQOF;No;71;Two year;Credit card (automatic);89.3;No;> 2 anos;Automatico
4512-ZUIYL;No;2;Month-to-month;Bank transfer (automatic);70;Yes;< 1 ano;Automatico
9631-RXVJM;No;35;Two year;Mailed check;19.25;No;> 2 anos;Manual
9584-EXCDZ;No;17;Month-to-month;Bank transfer (automatic);70.5;No;1-2 anos;Automatico
7969-AULMZ;No;21;Month-to-month;Electronic check;97.35;Yes;1-2 anos;Manual
5093-FEGLU;No;47;Two year;Bank transfer (automatic);19.65;No;> 2 anos;Automatico
2621-UDNLU;No;3;Month-to-month;Mailed check;20.85;No;< 1 ano;Manual
7526-IVLYU;No;3;Month-to-month;Mailed check;19.65;No;< 1 ano;Manual
2428-HYUNX;Yes;44;Two year;Credit card (automatic);19.35;No;> 2 anos;Automatico
9214-EKVXR;No;1;Month-to-month;Mailed check;44;No;< 1 ano;Manual
3410-MHHUM;No;44;One year;Electronic check;94.4;No;> 2 anos;Manual
0568-ONFPC;No;5;Month-to-month;Bank transfer (automatic);25.9;Yes;< 1 ano;Automatico
0733-VUNUW;No;24;Month-to-month;Bank transfer (automatic);55.65;Yes;> 2 anos;Automatico
4550-EVXNY;No;1;Month-to-month;Electronic check;69.65;Yes;< 1 ano;Manual
2122-YWVYA;No;18;Month-to-month;Electronic check;75.4;No;1-2 anos;Manual
2968-SSGAA;No;10;Month-to-month;Electronic check;100.6;Yes;< 1 ano;Manual
2296-DKZFP;No;65;Two year;Bank transfer (automatic);71;No;> 2 anos;Automatico
4844-JJWUY;Yes;1;Month-to-month;Electronic check;86;Yes;< 1 ano;Manual
6777-TGHTM;No;53;One year;Credit card (automatic);106.95;Yes;> 2 anos;Automatico
8909-BOLNL;No;3;One year;Mailed check;21.2;No;< 1 ano;Manual
6603-YRDCJ;No;33;Two year;Mailed check;61.05;No;> 2 anos;Manual
3538-WZPHD;No;3;Month-to-month;Electronic check;29.6;Yes;< 1 ano;Manual
3229-USWAR;No;34;One year;Bank transfer (automatic);79.95;No;> 2 anos;Automatico
2138-VFAPZ;No;14;Two year;Mailed check;19.7;No;1-2 anos;Manual
6131-JLWZM;No;13;Month-to-month;Mailed check;20.3;No;1-2 anos;Manual
4785-QRJHC;Yes;46;One year;Bank transfer (automatic);59.9;Yes;> 2 anos;Automatico
0269-XFESX;No;23;One year;Mailed check;24.35;No;1-2 anos;Manual
1709-EJDOX;No;47;Two year;Mailed check;19.75;No;> 2 anos;Manual
4316-XCSLJ;No;17;Month-to-month;Mailed check;50.3;No;1-2 anos;Manual
8610-WFCJF;No;49;Month-to-month;Electronic check;95.6;Yes;> 2 anos;Manual
9693-XMUOB;Yes;59;Month-to-month;Electronic check;50.25;No;> 2 anos;Manual
0383-CLDDA;No;69;Two year;Credit card (automatic);85.35;No;> 2 anos;Automatico
4905-JEFDW;No;11;One year;Electronic check;41.6;Yes;< 1 ano;Manual
2709-UQGNP;No;10;Month-to-month;Mailed check;51.65;No;< 1 ano;Manual
3549-ZTMNH;No;12;Two year;Bank transfer (automatic);24;No;1-2 anos;Automatico
7881-INRLC;No;45;Month-to-month;Credit card (automatic);100.85;Yes;> 2 anos;Automatico
8033-ATFAS;No;39;Month-to-month;Mailed check;59.85;No;> 2 anos;Manual
1635-NZATJ;Yes;71;Two year;Credit card (automatic);25.45;No;> 2 anos;Automatico
0562-HKHML;No;71;Two year;Credit card (automatic);23.9;No;> 2 anos;Automatico
8277-RVRSV;No;33;One year;Credit card (automatic);24.15;No;> 2 anos;Automatico
9943-VSZUV;Yes;67;Month-to-month;Mailed check;75.7;No;> 2 anos;Manual
0117-LFRMW;No;37;Month-to-month;Bank transfer (automatic);40.2;Yes;> 2 anos;Automatico
6172-FECYY;No;49;Month-to-month;Electronic check;84.5;Yes;> 2 anos;Manual
7054-ENNGU;No;9;Month-to-month;Mailed check;50.85;No;< 1 ano;Manual
1455-HFBXA;No;52;Two year;Credit card (automatic);91.6;No;> 2 anos;Automatico
9402-CXWPL;No;70;One year;Electronic check;98.9;No;> 2 anos;Manual
1628-BIZYP;No;1;Month-to-month;Electronic check;85;No;< 1 ano;Manual
1965-AKTSX;Yes;14;Month-to-month;Electronic check;78.95;Yes;1-2 anos;Manual
0082-LDZUE;No;1;Month-to-month;Mailed check;44.3;No;< 1 ano;Manual
4786-UKSNZ;No;1;Month-to-month;Mailed check;20.2;Yes;< 1 ano;Manual
5343-SGUBI;No;52;One year;Mailed check;80.2;No;> 2 anos;Manual
0856-NAOES;No;6;Month-to-month;Mailed check;60.9;No;< 1 ano;Manual
1976-AZZPJ;No;7;Month-to-month;Mailed check;34.2;No;< 1 ano;Manual
7248-VZQLC;Yes;47;Month-to-month;Bank transfer (automatic);85.2;Yes;> 2 anos;Automatico
6156-UZDLF;No;26;One year;Credit card (automatic);87.15;No;> 2 anos;Automatico
3099-OONVS;No;25;Month-to-month;Electronic check;54.3;No;> 2 anos;Manual
9500-WBGRP;No;69;Two year;Mailed check;19.1;No;> 2 anos;Manual
5183-KLYEM;No;72;Two year;Credit card (automatic);112.75;No;> 2 anos;Automatico
5144-PQCDZ;No;4;Month-to-month;Mailed check;19.95;No;< 1 ano;Manual
8514-VZHEB;No;59;Two year;Mailed check;19.5;No;> 2 anos;Manual
6625-IUTTT;No;67;Two year;Bank transfer (automatic);65.55;No;> 2 anos;Automatico
9355-NPPFS;Yes;26;Month-to-month;Electronic check;78.8;No;> 2 anos;Manual
0068-FIGTF;No;27;One year;Mailed check;78.2;No;> 2 anos;Manual
5965-GGPRW;No;72;Two year;Bank transfer (automatic);105.25;No;> 2 anos;Automatico
8035-PWSEV;No;6;Month-to-month;Electronic check;89.25;No;< 1 ano;Manual
2236-HILPA;No;62;Two year;Credit card (automatic);20.65;No;> 2 anos;Automatico
1840-BIUOG;No;20;One year;Electronic check;68.7;No;1-2 anos;Manual
1356-MKYSK;No;6;Month-to-month;Credit card (automatic);78.65;No;< 1 ano;Automatico
6080-LNESI;No;51;Two year;Mailed check;24.75;No;> 2 anos;Manual
1830-IPXVJ;No;61;Two year;Credit card (automatic);19.75;No;> 2 anos;Automatico
5828-DWPIL;Yes;62;Month-to-month;Electronic check;89.1;No;> 2 anos;Manual
8398-TBIYD;No;72;Two year;Bank transfer (automatic);84.7;No;> 2 anos;Automatico
0011-IGKFF;Yes;13;Month-to-month;Electronic check;98;Yes;1-2 anos;Manual
4192-GORJT;No;5;Month-to-month;Electronic check;94.45;Yes;< 1 ano;Manual
6496-SLWHQ;Yes;3;Month-to-month;Electronic check;105;Yes;< 1 ano;Manual
9912-GVSEQ;Yes;26;Month-to-month;Electronic check;93.85;Yes;> 2 anos;Manual
2931-FSOHN;Yes;13;Month-to-month;Electronic check;59.9;No;1-2 anos;Manual
9418-RUKPH;No;38;Two year;Mailed check;19.95;No;> 2 anos;Manual
5383-MMTWC;Yes;8;Month-to-month;Electronic check;84;Yes;< 1 ano;Manual
9971-ZWPBF;Yes;34;Month-to-month;Electronic check;108.9;No;> 2 anos;Manual
4712-AUQZO;No;18;Month-to-month;Mailed check;33.6;No;1-2 anos;Manual
9711-FJTBX;No;56;One year;Mailed check;85.85;No;> 2 anos;Manual
2908-ZTPNF;No;36;Month-to-month;Bank transfer (automatic);34.85;No;> 2 anos;Automatico
7240-ETPTR;No;9;Month-to-month;Electronic check;48.75;Yes;< 1 ano;Manual
2202-CUYXZ;No;1;Month-to-month;Electronic check;84.85;Yes;< 1 ano;Manual
5995-OIGLP;No;12;Month-to-month;Mailed check;56.65;Yes;1-2 anos;Manual
8421-WZOOW;Yes;57;Month-to-month;Credit card (automatic);95.3;No;> 2 anos;Automatico
6261-RCVNS;No;42;One year;Credit card (automatic);73.9;Yes;> 2 anos;Automatico
7951-QKZPL;No;33;Two year;Mailed check;24.5;Yes;> 2 anos;Manual
1414-YADCW;No;70;Two year;Bank transfer (automatic);84.6;No;> 2 anos;Automatico
8756-RDDLT;No;68;Month-to-month;Electronic check;44.95;No;> 2 anos;Manual
2862-PFNIK;No;1;Month-to-month;Electronic check;24.7;No;< 1 ano;Manual
5816-QVHRX;No;37;Month-to-month;Credit card (automatic);100.3;No;> 2 anos;Automatico
4430-YHXGG;No;4;Month-to-month;Mailed check;25.45;No;< 1 ano;Manual
6888-SBYAI;No;1;Month-to-month;Mailed check;50.7;No;< 1 ano;Manual
7395-XWZOY;No;20;Month-to-month;Credit card (automatic);55;No;1-2 anos;Automatico
7169-YWAMK;No;72;Two year;Bank transfer (automatic);68.4;No;> 2 anos;Automatico
3640-PHQXK;No;31;Month-to-month;Electronic check;89.9;Yes;> 2 anos;Manual
6877-LGWXO;Yes;18;Month-to-month;Electronic check;78.55;Yes;1-2 anos;Manual
6859-RKMZJ;No;11;Month-to-month;Bank transfer (automatic);55.05;No;< 1 ano;Automatico
2729-VNVAP;No;33;Two year;Credit card (automatic);19.8;No;> 2 anos;Automatico
2957-JIRMN;Yes;62;One year;Electronic check;84.45;No;> 2 anos;Manual
2049-BAFNW;No;1;Month-to-month;Mailed check;35.9;No;< 1 ano;Manual
3842-QTGDL;No;16;Month-to-month;Bank transfer (automatic);80.75;No;1-2 anos;Automatico
7163-OCEQI;No;22;One year;Mailed check;78.65;No;1-2 anos;Manual
9782-LGXMC;No;49;Month-to-month;Bank transfer (automatic);61.75;No;> 2 anos;Automatico
5975-BAICR;No;36;One year;Credit card (automatic);63.7;No;> 2 anos;Automatico
8019-ENHXU;No;42;Month-to-month;Electronic check;99.45;Yes;> 2 anos;Manual
5167-GBFRE;Yes;4;Month-to-month;Bank transfer (automatic);25.2;Yes;< 1 ano;Automatico
9033-EOXWV;No;12;One year;Mailed check;74.05;Yes;1-2 anos;Manual
4673-KKSLS;No;31;Month-to-month;Electronic check;87.6;No;> 2 anos;Manual
4853-OITSN;No;5;Month-to-month;Electronic check;89.15;No;< 1 ano;Manual
9800-OUIGR;No;66;Two year;Credit card (automatic);20;No;> 2 anos;Automatico
1324-NLTJE;Yes;15;Month-to-month;Credit card (automatic);55;Yes;1-2 anos;Automatico
2324-EFHVG;No;64;Two year;Bank transfer (automatic);104.4;No;> 2 anos;Automatico
7094-MSZAO;No;10;Month-to-month;Credit card (automatic);20.05;No;< 1 ano;Automatico
1522-VVDMG;No;7;Month-to-month;Electronic check;89.75;Yes;< 1 ano;Manual
6907-CQGPN;No;29;Month-to-month;Electronic check;34.3;No;> 2 anos;Manual
0780-XNZFN;No;57;Two year;Bank transfer (automatic);20.65;No;> 2 anos;Automatico
0239-OXEXL;No;46;Month-to-month;Mailed check;84.25;No;> 2 anos;Manual
2675-IJRGJ;No;53;Two year;Bank transfer (automatic);19.65;No;> 2 anos;Automatico
7049-GKVZY;No;17;One year;Credit card (automatic);79.85;No;1-2 anos;Automatico
8577-QSOCG;No;38;Two year;Mailed check;20.2;No;> 2 anos;Manual
3721-CNZHX;No;15;One year;Mailed check;19.8;No;1-2 anos;Manual
0212-ISBBF;No;22;Month-to-month;Electronic check;50.35;No;1-2 anos;Manual
9185-TQCVP;No;14;Month-to-month;Electronic check;85.15;Yes;1-2 anos;Manual
3585-YNADK;No;57;One year;Bank transfer (automatic);74.6;No;> 2 anos;Automatico
5271-DBYSJ;Yes;11;Month-to-month;Credit card (automatic);79.15;No;< 1 ano;Automatico
1099-GODLO;No;1;Two year;Mailed check;20.35;No;< 1 ano;Manual
6828-HMKWP;No;12;Two year;Bank transfer (automatic);21.05;No;1-2 anos;Automatico
5567-WSELE;Yes;3;Month-to-month;Electronic check;94.6;Yes;< 1 ano;Manual
1472-TNCWL;No;36;Month-to-month;Electronic check;94.7;No;> 2 anos;Manual
8063-RJYNF;No;16;Month-to-month;Electronic check;94.25;Yes;1-2 anos;Manual
0687-ZVTHB;No;65;One year;Credit card (automatic);72.45;Yes;> 2 anos;Automatico
2080-GKCWQ;No;2;Month-to-month;Electronic check;74.95;No;< 1 ano;Manual
9661-ACXBS;No;42;Month-to-month;Electronic check;105.2;Yes;> 2 anos;Manual
