customerID;SeniorCitizen;tenure;Contract;PaymentMethod;MonthlyCharges;Churn;tenure_group;auto_payment;churn_prob;pred
5647-FXOTP;Yes;60;Month-to-month;Electronic check;105.9;No;> 2 anos;Manual;0.4253284218089983;Yes
5569-OUICF;Yes;28;Month-to-month;Credit card (automatic);101.3;Yes;> 2 anos;Automatico;0.5895754964804013;Yes
8821-XNHVZ;No;1;Month-to-month;Mailed check;80.05;Yes;< 1 ano;Manual;0.650305894196283;Yes
9839-ETQOE;No;43;Month-to-month;Electronic check;40.45;No;> 2 anos;Manual;0.12537371332775785;No
9027-TMATR;No;43;Two year;Electronic check;78.8;No;> 2 anos;Manual;0.06461679992900184;No
9110-HSGTV;No;69;Two year;Credit card (automatic);82.45;No;> 2 anos;Automatico;0.021475189380901854;No
1470-PSXNM;No;49;One year;Electronic check;93.65;No;> 2 anos;Manual;0.1527900336856526;No
9866-OCCKE;Yes;72;Two year;Mailed check;109.75;No;> 2 anos;Manual;0.08315051343221469;No
8731-WBBMB;No;26;Month-to-month;Bank transfer (automatic);81.9;No;> 2 anos;Automatico;0.3680406624464999;Yes
1448-CYWKC;No;58;One year;Credit card (automatic);105.2;No;> 2 anos;Automatico;0.11450207603790566;No
7901-IIDQV;No;24;One year;Bank transfer (automatic);54.6;No;> 2 anos;Automatico;0.09602698990823885;No
6386-SZZKH;No;49;Two year;Bank transfer (automatic);107.95;Yes;> 2 anos;Automatico;0.08194646085272164;No
3327-YBAKM;No;64;One year;Mailed check;96.9;No;> 2 anos;Manual;0.10430670995666953;No
3370-GQEAL;No;30;Month-to-month;Electronic check;85.45;No;> 2 anos;Manual;0.43794970188287025;Yes
5032-USPKF;No;38;One year;Bank transfer (automatic);84.1;No;> 2 anos;Automatico;0.12751456600902594;No
3521-SYVOR;No;37;Month-to-month;Electronic check;64.75;Yes;> 2 anos;Manual;0.2565292662408039;No
0771-CHWSK;No;66;Two year;Credit card (automatic);74.6;No;> 2 anos;Automatico;0.019274300022702525;No
9788-HNGUT;No;72;Two year;Credit card (automatic);116.95;No;> 2 anos;Automatico;0.04850059566994127;No
5649-VUKMC;No;12;One year;Mailed check;95.5;Yes;1-2 anos;Manual;0.4102596764288345;Yes
4273-MBHYA;No;1;Month-to-month;Electronic check;89.35;No;< 1 ano;Manual;0.7059797235328771;Yes
4724-WXVWF;No;48;Month-to-month;Electronic check;95.4;No;> 2 anos;Manual;0.3524940821886782;Yes
1460-UZPRJ;No;60;Two year;Mailed check;19.95;No;> 2 anos;Manual;0.007491070808641906;No
5143-EGQFK;Yes;10;Month-to-month;Electronic check;29.65;Yes;< 1 ano;Manual;0.34511395187544286;Yes
2495-TTHBQ;No;4;One year;Mailed check;20.4;No;< 1 ano;Manual;0.10473763132265061;No
3810-PJUHR;No;70;Two year;Mailed check;25.35;No;> 2 anos;Manual;0.006124824843955064;No
0847-HGRML;No;62;Two year;Bank transfer (automatic);20;No;> 2 anos;Automatico;0.005019371576438906;No
9227-YBAXE;No;65;Two year;Bank transfer (automatic);82.5;No;> 2 anos;Automatico;0.02466671166179765;No
2786-GCDPI;Yes;50;Month-to-month;Electronic check;104.95;No;> 2 anos;Manual;0.5060200094612416;Yes
6284-KMNUF;No;56;One year;Electronic check;98;No;> 2 anos;Manual;0.13715339221309855;No
2362-IBOOY;No;36;Month-to-month;Electronic check;84.75;Yes;> 2 anos;Manual;0.3823946568604211;Yes
9701-CDXHR;No;51;Month-to-month;Mailed check;69.15;No;> 2 anos;Manual;0.19235934142053637;No
7450-NWRTR;Yes;12;Month-to-month;Electronic check;99.45;Yes;1-2 anos;Manual;0.769805905022329;Yes
8124-NZVGJ;No;6;One year;Mailed check;49.25;No;< 1 ano;Manual;0.1941734163333054;No
5376-DEQCP;No;1;Month-to-month;Electronic check;70.6;Yes;< 1 ano;Manual;0.5892119361884842;Yes
5118-MUEYH;No;48;Month-to-month;Credit card (automatic);105.1;No;> 2 anos;Automatico;0.3372457433727499;Yes
3936-QQFLL;No;2;Month-to-month;Mailed check;19.75;No;< 1 ano;Manual;0.25507886832205723;No
6407-GSJNL;No;51;Two year;Bank transfer (automatic);24.95;No;> 2 anos;Automatico;0.0084327616434526;No
6005-OBZPH;Yes;26;Month-to-month;Electronic check;89.15;Yes;> 2 anos;Manual;0.6064968432372834;Yes
1310-QRITU;No;18;Month-to-month;Electronic check;50.3;No;1-2 anos;Manual;0.3113056089421904;Yes
9715-SBVSU;No;14;Two year;Bank transfer (automatic);61.4;No;1-2 anos;Automatico;0.078247433078765;No
2300-RQGOI;No;38;Two year;Mailed check;20.05;No;> 2 anos;Manual;0.016122187977779163;No
9921-EZKBY;No;33;Month-to-month;Bank transfer (automatic);95.3;No;> 2 anos;Automatico;0.3969473851146896;Yes
7000-WCEVQ;Yes;20;Month-to-month;Mailed check;61.6;Yes;1-2 anos;Manual;0.471590841129989;Yes
4456-RHSNB;No;19;Month-to-month;Bank transfer (automatic);49.6;No;1-2 anos;Automatico;0.23461849492340642;No
3512-IZIKN;No;70;Two year;Credit card (automatic);65.3;Yes;> 2 anos;Automatico;0.013053967979102785;No
2481-SBOYW;No;61;Two year;Credit card (automatic);25;No;> 2 anos;Automatico;0.0059587869881473285;No
7109-MFBYV;No;26;Month-to-month;Electronic check;45.45;No;> 2 anos;Manual;0.23002080294982688;No
0580-PIQHM;No;41;One year;Bank transfer (automatic);101.6;No;> 2 anos;Automatico;0.1754372694832492;No
2506-TNFCO;Yes;1;Month-to-month;Electronic check;69.55;Yes;< 1 ano;Manual;0.6839171001410903;Yes
9770-KXGQU;No;53;One year;Mailed check;98.6;No;> 2 anos;Manual;0.152217631948744;No
6060-DRTNL;Yes;5;Month-to-month;Mailed check;84.85;Yes;< 1 ano;Manual;0.7411223129608433;Yes
3374-TTZTK;No;52;Two year;Electronic check;106.3;No;> 2 anos;Manual;0.09684143636988997;No
2275-RBYQS;No;1;Month-to-month;Mailed check;45.4;No;< 1 ano;Manual;0.41781254490165637;Yes
5536-SLHPM;No;55;Month-to-month;Electronic check;77.75;Yes;> 2 anos;Manual;0.20769383488423307;No
4419-UJMUS;No;69;Two year;Electronic check;99.35;No;> 2 anos;Manual;0.04649894182974887;No
7609-YBPXG;No;54;Two year;Bank transfer (automatic);87.1;No;> 2 anos;Automatico;0.0405164871878467;No
2676-OXPPQ;No;6;Month-to-month;Bank transfer (automatic);55.7;No;< 1 ano;Automatico;0.36393344789781185;Yes
3703-TTEPD;No;21;Month-to-month;Bank transfer (automatic);65.35;No;1-2 anos;Automatico;0.3057964133882564;Yes
7614-QVWQL;No;49;One year;Bank transfer (automatic);51.8;Yes;> 2 anos;Automatico;0.03928182381715968;No
1976-CFOCS;Yes;1;Month-to-month;Electronic check;46;Yes;< 1 ano;Manual;0.531135719876938;Yes
4631-OACRM;Yes;15;Month-to-month;Electronic check;79.4;Yes;1-2 anos;Manual;0.6343505824821738;Yes
4987-GQWPO;No;17;Month-to-month;Credit card (automatic);25.1;No;1-2 anos;Automatico;0.14363492990725052;No
6345-ULYRW;Yes;44;One year;Mailed check;88.4;Yes;> 2 anos;Manual;0.22415587032564652;No
5753-QQWPW;No;28;One year;Electronic check;59.9;No;> 2 anos;Manual;0.12977633524558094;No
6010-DDPPW;No;70;Two year;Bank transfer (automatic);25.15;No;> 2 anos;Automatico;0.004369181609472717;No
3173-NVMPX;No;9;Month-to-month;Mailed check;55.3;No;< 1 ano;Manual;0.41565957325182495;Yes
0248-PGHBZ;Yes;67;Two year;Bank transfer (automatic);92.45;No;> 2 anos;Automatico;0.04590637717942143;No
0623-GDISB;No;1;Month-to-month;Bank transfer (automatic);48.45;No;< 1 ano;Automatico;0.3584742369989128;Yes
2892-GESUL;No;18;Two year;Mailed check;19.35;No;1-2 anos;Manual;0.031422813069282914;No
4632-PAOYU;No;22;One year;Mailed check;19.95;No;1-2 anos;Manual;0.05786446538733927;No
6804-GDMOI;No;61;Two year;Electronic check;106.6;Yes;> 2 anos;Manual;0.07306117878892025;No
7658-UYUQS;Yes;21;Month-to-month;Bank transfer (automatic);86.55;No;1-2 anos;Automatico;0.5504980835561982;Yes
4589-IUAJB;No;70;Two year;Bank transfer (automatic);24.25;No;> 2 anos;Automatico;0.0042629075330152064;No
8457-XIGKN;No;20;Month-to-month;Credit card (automatic);19.6;No;1-2 anos;Automatico;0.11487413704202262;No
6072-NUQCB;No;22;One year;Bank transfer (automatic);20.25;No;1-2 anos;Automatico;0.04245835213152859;No
6918-UMQCG;No;5;Month-to-month;Electronic check;80.2;No;< 1 ano;Manual;0.6187053257071211;Yes
5088-QZLRL;No;1;Month-to-month;Electronic check;20.65;No;< 1 ano;Manual;0.2666155662623655;Yes
5087-SUURX;No;18;Month-to-month;Electronic check;39.05;Yes;1-2 anos;Manual;0.24914825875763008;No
2270-CHBFN;No;44;Month-to-month;Credit card (automatic);95.1;No;> 2 anos;Automatico;0.3079049773525831;Yes
0013-EXCHZ;Yes;3;Month-to-month;Mailed check;83.9;Yes;< 1 ano;Manual;0.7494966725304288;Yes
5550-VFRLC;Yes;1;Month-to-month;Electronic check;69.85;Yes;< 1 ano;Manual;0.6856964631367342;Yes
2225-ZRGSG;No;70;Two year;Bank transfer (automatic);93.9;Yes;> 2 anos;Automatico;0.028205514410757616;No
2657-ALMWY;Yes;26;Month-to-month;Electronic check;84.95;Yes;> 2 anos;Manual;0.5786414948434458;Yes
4667-OHGKG;No;1;Month-to-month;Mailed check;19.3;Yes;< 1 ano;Manual;0.25942510077770004;No
1998-VHJHK;No;27;One year;Mailed check;19.15;No;> 2 anos;Manual;0.04798965643813089;No
5063-IUOKK;No;13;Two year;Mailed check;19.75;No;1-2 anos;Manual;0.03762480524004822;No
5982-XMDEX;No;65;Two year;Bank transfer (automatic);26.5;No;> 2 anos;Automatico;0.005398920612068289;No
9152-AMKAK;No;6;Two year;Mailed check;80.25;No;< 1 ano;Manual;0.20858406889942369;No
6847-KJLTS;Yes;58;Month-to-month;Bank transfer (automatic);100.4;No;> 2 anos;Automatico;0.3282986918469573;Yes
3301-VKTGC;No;68;One year;Bank transfer (automatic);85.5;No;> 2 anos;Automatico;0.05030604154091739;No
9932-WBWIK;No;11;Month-to-month;Mailed check;20.35;No;< 1 ano;Manual;0.2024213334234975;No
6424-ELEYH;No;3;Month-to-month;Credit card (automatic);74.75;Yes;< 1 ano;Automatico;0.5176121397866567;Yes
4391-RESHN;No;23;Month-to-month;Mailed check;104.05;Yes;1-2 anos;Manual;0.6241982811854943;Yes
9115-YQHGA;No;40;Month-to-month;Electronic check;51.1;No;> 2 anos;Manual;0.1758805343906995;No
8963-MQVYN;No;22;Month-to-month;Electronic check;20.55;No;1-2 anos;Manual;0.14779903248950452;No
9334-GWGOW;Yes;7;Month-to-month;Electronic check;74.85;No;< 1 ano;Manual;0.6696928931013819;Yes
9801-GDWGV;No;39;Month-to-month;Electronic check;103.45;Yes;> 2 anos;Manual;0.4822878912140348;Yes
6542-LWGXJ;No;3;Month-to-month;Mailed check;25;No;< 1 ano;Manual;0.2763671942524691;Yes
2320-JRSDE;No;1;Month-to-month;Electronic check;19.9;Yes;< 1 ano;Manual;0.2626052509837684;Yes
7452-FOLON;No;39;One year;Bank transfer (automatic);25.45;No;> 2 anos;Automatico;0.02738841176298183;No
2320-TZRRH;No;20;One year;Mailed check;19.5;No;1-2 anos;Manual;0.06110060715479579;No
4942-VZZOM;No;64;One year;Credit card (automatic);66.15;No;> 2 anos;Automatico;0.03458019526864993;No
4291-HYEBC;Yes;28;One year;Electronic check;39.1;No;> 2 anos;Manual;0.11562568550664053;No
4471-KXAUH;No;42;Month-to-month;Electronic check;84.3;Yes;> 2 anos;Manual;0.33127238254474145;Yes
7638-QVMVY;No;7;Month-to-month;Electronic check;79;Yes;< 1 ano;Manual;0.5940798545766961;Yes
1576-PFZIW;Yes;70;Two year;Credit card (automatic);105.35;No;> 2 anos;Automatico;0.05813921978350635;No
7312-XSBAT;No;1;Month-to-month;Electronic check;49.75;No;< 1 ano;Manual;0.44714164155067393;Yes
3096-GKWEB;No;18;Month-to-month;Electronic check;94.75;No;1-2 anos;Manual;0.6052560624970333;Yes
2371-JQHZZ;No;24;Month-to-month;Electronic check;93;No;> 2 anos;Manual;0.5420634225579903;Yes
1121-QSIVB;No;44;One year;Mailed check;77.55;No;> 2 anos;Manual;0.12134735793638465;No
2824-MYYBN;No;37;Month-to-month;Electronic check;95.25;No;> 2 anos;Manual;0.44374410438550066;Yes
1217-VASWC;Yes;43;One year;Bank transfer (automatic);100.55;No;> 2 anos;Automatico;0.23029031514243414;No
9103-CXVOK;No;1;Month-to-month;Electronic check;19.75;No;< 1 ano;Manual;0.26180786501249914;Yes
2522-WLNSF;Yes;34;One year;Bank transfer (automatic);64.2;No;> 2 anos;Automatico;0.13129926000537137;No
5057-LCOUI;No;39;Month-to-month;Electronic check;50.75;Yes;> 2 anos;Manual;0.17960649226897007;No
0336-KXKFK;No;72;Two year;Credit card (automatic);61.2;No;> 2 anos;Automatico;0.01089591819501922;No
5327-XOKKY;Yes;72;Two year;Credit card (automatic);73.45;No;> 2 anos;Automatico;0.023389096524449152;No
1813-JYWTO;No;72;Two year;Bank transfer (automatic);80.45;No;> 2 anos;Automatico;0.018352929931487353;No
0156-FVPTA;No;22;Month-to-month;Electronic check;54.2;Yes;1-2 anos;Manual;0.3042153994008431;Yes
1984-FCOWB;No;70;One year;Electronic check;109.5;Yes;> 2 anos;Manual;0.11766790420327734;No
6476-YHMGA;No;15;Month-to-month;Bank transfer (automatic);76.5;No;1-2 anos;Automatico;0.4248775176897877;Yes
3785-NRHYR;No;1;Month-to-month;Mailed check;19.65;No;< 1 ano;Manual;0.261277143226901;Yes
5196-SGOAK;No;1;Month-to-month;Electronic check;75.7;Yes;< 1 ano;Manual;0.6226592704639715;Yes
8042-JVNFH;No;1;Month-to-month;Mailed check;71.35;Yes;< 1 ano;Manual;0.5941908747584643;Yes
8707-HOEDG;No;70;Two year;Electronic check;110.2;No;> 2 anos;Manual;0.05965452655957806;No
4936-YPJNK;No;10;Month-to-month;Mailed check;19.9;No;< 1 ano;Manual;0.20611860529134096;No
1580-BMCMR;Yes;19;Month-to-month;Electronic check;87.3;No;1-2 anos;Manual;0.6519361623370309;Yes
6408-WHTEF;No;72;Two year;Mailed check;89.4;No;> 2 anos;Manual;0.03231225323119607;No
8882-TLVRW;No;69;Two year;Mailed check;39.1;No;> 2 anos;Manual;0.009227339470498152;No
2384-OVPSA;Yes;38;Two year;Mailed check;20.2;No;> 2 anos;Manual;0.024911300300060755;No
4686-UXDML;No;21;Month-to-month;Credit card (automatic);99.85;No;1-2 anos;Automatico;0.5320002355197473;Yes
3349-ANQNH;Yes;59;One year;Electronic check;99.5;No;> 2 anos;Manual;0.18796630747077053;No
7636-XUHWW;No;2;Month-to-month;Credit card (automatic);19.9;No;< 1 ano;Automatico;0.19755801082038085;No
1431-CYWMH;No;22;Month-to-month;Bank transfer (automatic);19.05;No;1-2 anos;Automatico;0.10647816581983356;No
5937-EORGB;Yes;15;Month-to-month;Electronic check;96.5;No;1-2 anos;Manual;0.7351314886873352;Yes
5539-HIVAK;Yes;28;Month-to-month;Mailed check;25.7;No;> 2 anos;Manual;0.20082436176463397;No
0716-BQNDX;Yes;57;Two year;Electronic check;93.75;No;> 2 anos;Manual;0.09003002343955187;No
1183-CANVH;No;23;One year;Bank transfer (automatic);60;No;1-2 anos;Automatico;0.11317906684379682;No
8679-LZBMD;No;44;One year;Bank transfer (automatic);90.65;No;> 2 anos;Automatico;0.12413932134419868;No
3407-JMJQQ;No;71;Two year;Bank transfer (automatic);109;No;> 2 anos;Automatico;0.04070655567595492;No
8645-KOMJQ;No;69;Two year;Bank transfer (automatic);81.95;No;> 2 anos;Automatico;0.021188358890815374;No
0289-IVARM;No;35;Month-to-month;Electronic check;60.55;No;> 2 anos;Manual;0.24800638259360636;No
4057-FKCZK;No;58;Two year;Bank transfer (automatic);82.5;No;> 2 anos;Automatico;0.03132422023893639;No
4871-JTKJF;Yes;1;Month-to-month;Electronic check;69.65;Yes;< 1 ano;Manual;0.6845108233281978;Yes
1415-YFWLT;Yes;1;Month-to-month;Electronic check;89.3;Yes;< 1 ano;Manual;0.7882719286650518;Yes
0506-YLVKJ;No;46;Two year;Mailed check;20.2;No;> 2 anos;Manual;0.012272061863986312;No
4815-GBTCD;No;4;Month-to-month;Electronic check;25.15;No;< 1 ano;Manual;0.27021260379867024;Yes
2805-AUFQN;No;25;Two year;Credit card (automatic);19.8;No;> 2 anos;Automatico;0.018061282443085556;No
0980-PVMRC;No;40;Month-to-month;Electronic check;50.85;No;> 2 anos;Manual;0.17488700762213705;No
1169-WCVAK;No;19;Month-to-month;Credit card (automatic);88.8;No;1-2 anos;Automatico;0.47371400843051603;Yes
1555-HAPSU;No;71;Two year;Credit card (automatic);23.9;No;> 2 anos;Automatico;0.004077189920347341;No
8099-MZPUJ;No;48;Two year;Credit card (automatic);111.8;No;> 2 anos;Automatico;0.09319076047195275;No
0787-LHDYT;No;16;Month-to-month;Credit card (automatic);20.6;No;1-2 anos;Automatico;0.13308365169571104;No
2642-DTVCO;Yes;9;Month-to-month;Electronic check;85.05;Yes;< 1 ano;Manual;0.7144011556002218;Yes
3396-DKDEL;No;70;Two year;Credit card (automatic);115.15;No;> 2 anos;Automatico;0.04946778785119391;No
9066-QRSDU;No;69;One year;Electronic check;26.3;No;> 2 anos;Manual;0.013845757775843522;No
9867-NNXLC;No;22;Month-to-month;Mailed check;20.05;No;1-2 anos;Manual;0.1460768484256447;No
6933-VLYFX;No;31;One year;Electronic check;59.95;No;> 2 anos;Manual;0.1184802821261264;No
9846-GKXAS;No;9;Month-to-month;Bank transfer (automatic);90.8;Yes;< 1 ano;Automatico;0.5746478555821521;Yes
6017-PPLPX;No;20;Month-to-month;Electronic check;70.45;Yes;1-2 anos;Manual;0.42298111701961827;Yes
4976-LNFVV;Yes;19;Month-to-month;Credit card (automatic);34.3;No;1-2 anos;Automatico;0.23814723291886492;No
4641-FROLU;No;30;Two year;Mailed check;19.3;No;> 2 anos;Manual;0.020815629227965246;No
2862-JVEOY;No;6;One year;Mailed check;19.15;No;< 1 ano;Manual;0.09532948814225822;No
1534-OULXE;No;61;One year;Bank transfer (automatic);49.7;No;> 2 anos;Automatico;0.024699256225194127;No
7136-RVDTZ;Yes;70;One year;Electronic check;45.25;Yes;> 2 anos;Manual;0.03421607193561202;No
3370-HXOPH;No;3;Month-to-month;Electronic check;76.1;No;< 1 ano;Manual;0.6086444505539479;Yes
6927-WTFIV;Yes;20;Month-to-month;Credit card (automatic);71.3;Yes;1-2 anos;Automatico;0.45480929455527136;Yes
4118-CEVPF;Yes;35;One year;Bank transfer (automatic);110.8;No;> 2 anos;Automatico;0.3443168390920026;Yes
2338-BQEZT;No;55;Month-to-month;Credit card (automatic);50.55;No;> 2 anos;Automatico;0.081633837685085045;No
5093-FEGLU;No;47;Two year;Bank transfer (automatic);19.65;No;> 2 anos;Automatico;0.008389484814669137;No
2428-HYUNX;Yes;44;Two year;Credit card (automatic);19.35;No;> 2 anos;Automatico;0.014269178151895717;No
9214-EKVXR;No;1;Month-to-month;Mailed check;44;No;< 1 ano;Manual;0.40848543199322307;Yes
0568-ONFPC;No;5;Month-to-month;Bank transfer (automatic);25.9;Yes;< 1 ano;Automatico;0.20716642055408993;No
4550-EVXNY;No;1;Month-to-month;Electronic check;69.65;Yes;< 1 ano;Manual;0.5828790733284016;Yes
2968-SSGAA;No;10;Month-to-month;Electronic check;100.6;Yes;< 1 ano;Manual;0.7045509887175945;Yes
6603-YRDCJ;No;33;Two year;Mailed check;61.05;No;> 2 anos;Manual;0.05683392381985608;No
3538-WZPHD;No;3;Month-to-month;Electronic check;29.6;Yes;< 1 ano;Manual;0.3023460927344376;Yes
2138-VFAPZ;No;14;Two year;Mailed check;19.7;No;1-2 anos;Manual;0.036325727427385254;No
6131-JLWZM;No;13;Month-to-month;Mailed check;20.3;No;1-2 anos;Manual;0.1911078405336603;No
4785-QRJHC;Yes;46;One year;Bank transfer (automatic);59.9;Yes;> 2 anos;Automatico;0.08098587979710868;No
0383-CLDDA;No;69;Two year;Credit card (automatic);85.35;No;> 2 anos;Automatico;0.023215201407076273;No
4905-JEFDW;No;11;One year;Electronic check;41.6;Yes;< 1 ano;Manual;0.14077208364146584;No
1635-NZATJ;Yes;71;Two year;Credit card (automatic);25.45;No;> 2 anos;Automatico;0.006589326828221866;No
7054-ENNGU;No;9;Month-to-month;Mailed check;50.85;No;< 1 ano;Manual;0.38629851057806386;Yes
9402-CXWPL;No;70;One year;Electronic check;98.9;No;> 2 anos;Manual;0.09062903290495498;No
0856-NAOES;No;6;Month-to-month;Mailed check;60.9;No;< 1 ano;Manual;0.47966163655206007;Yes
1976-AZZPJ;No;7;Month-to-month;Mailed check;34.2;No;< 1 ano;Manual;0.29939150000701104;Yes
9500-WBGRP;No;69;Two year;Mailed check;19.1;No;> 2 anos;Manual;0.005346819447133819;No
1356-MKYSK;No;6;Month-to-month;Credit card (automatic);78.65;No;< 1 ano;Automatico;0.5180692363178807;Yes
8398-TBIYD;No;72;Two year;Bank transfer (automatic);84.7;No;> 2 anos;Automatico;0.0205796677316568;No
2931-FSOHN;Yes;13;Month-to-month;Electronic check;59.9;No;1-2 anos;Manual;0.5213153194667941;Yes
9711-FJTBX;No;56;One year;Mailed check;85.85;No;> 2 anos;Manual;0.1022009271288331;No
7240-ETPTR;No;9;Month-to-month;Electronic check;48.75;Yes;< 1 ano;Manual;0.3727110325659123;Yes
2202-CUYXZ;No;1;Month-to-month;Electronic check;84.85;Yes;< 1 ano;Manual;0.6796758978180958;Yes
6261-RCVNS;No;42;One year;Credit card (automatic);73.9;Yes;> 2 anos;Automatico;0.0875559005175552;No
7951-QKZPL;No;33;Two year;Mailed check;24.5;Yes;> 2 anos;Manual;0.021594985779656555;No
6888-SBYAI;No;1;Month-to-month;Mailed check;50.7;No;< 1 ano;Manual;0.4536034910199875;Yes
3640-PHQXK;No;31;Month-to-month;Electronic check;89.9;Yes;> 2 anos;Manual;0.4595092325689937;Yes
2729-VNVAP;No;33;Two year;Credit card (automatic);19.8;No;> 2 anos;Automatico;0.013698754276866072;No
2049-BAFNW;No;1;Month-to-month;Mailed check;35.9;No;< 1 ano;Manual;0.3559905756838231;Yes
8019-ENHXU;No;42;Month-to-month;Electronic check;99.45;Yes;> 2 anos;Manual;0.4289514135657679;Yes
9033-EOXWV;No;12;One year;Mailed check;74.05;Yes;1-2 anos;Manual;0.27841964156064347;Yes
4853-OITSN;No;5;Month-to-month;Electronic check;89.15;No;< 1 ano;Manual;0.6748036734027208;Yes
2324-EFHVG;No;64;Two year;Bank transfer (automatic);104.4;No;> 2 anos;Automatico;0.04563267943280749;No
6907-CQGPN;No;29;Month-to-month;Electronic check;34.3;No;> 2 anos;Manual;0.16521585056626434;No
0780-XNZFN;No;57;Two year;Bank transfer (automatic);20.65;No;> 2 anos;Automatico;0.006083967907660596;No
7049-GKVZY;No;17;One year;Credit card (automatic);79.85;No;1-2 anos;Automatico;0.21373753526516356;No
5271-DBYSJ;Yes;11;Month-to-month;Credit card (automatic);79.15;No;< 1 ano;Automatico;0.5867297958959035;Yes
1099-GODLO;No;1;Two year;Mailed check;20.35;No;< 1 ano;Manual;0.057113487660215956;No
1472-TNCWL;No;36;Month-to-month;Electronic check;94.7;No;> 2 anos;Manual;0.44868594127321765;Yes
2080-GKCWQ;No;2;Month-to-month;Electronic check;74.95;No;< 1 ano;Manual;0.6094805799488393;Yes
3462-BJQQA;No;6;Month-to-month;Electronic check;89.75;No;< 1 ano;Manual;0.6707033067360026;Yes
0442-TDYUO;No;48;Two year;Mailed check;20.05;No;> 2 anos;Manual;0.011402794823844448;No
6733-LRIZX;No;35;Two year;Electronic check;108.95;No;> 2 anos;Manual;0.17320303960184155;No
4367-NHWMM;No;1;Month-to-month;Mailed check;24.9;No;< 1 ano;Manual;0.2900632380770684;Yes
3727-RJMEO;No;6;Month-to-month;Electronic check;82.85;Yes;< 1 ano;Manual;0.6275600055863149;Yes
1360-RCYRT;No;23;Month-to-month;Bank transfer (automatic);30.35;No;1-2 anos;Automatico;0.13565798451893762;No
3460-TJBWI;No;24;Two year;Mailed check;24.2;No;> 2 anos;Manual;0.02915061534575608;No
5685-IIXLY;No;5;Month-to-month;Electronic check;83.6;Yes;< 1 ano;Manual;0.6404884653890422;Yes
4482-FTFFX;No;5;Month-to-month;Electronic check;56.15;No;< 1 ano;Manual;0.4559120990118715;Yes
0020-JDNXP;No;34;One year;Mailed check;61.25;No;> 2 anos;Manual;0.11140045897596672;No
5025-GOOKI;No;20;Month-to-month;Credit card (automatic);18.9;No;1-2 anos;Automatico;0.11293277782286995;No
6595-YGXIT;Yes;25;Month-to-month;Electronic check;88.95;Yes;> 2 anos;Manual;0.6135423440325524;Yes
8008-ESFLK;No;53;One year;Electronic check;110.5;No;> 2 anos;Manual;0.1993576593930031;No
1555-DJEQW;No;70;Two year;Bank transfer (automatic);114.2;Yes;> 2 anos;Automatico;0.04825465092745907;No
4079-ULGFR;No;16;Month-to-month;Mailed check;20;No;1-2 anos;Manual;0.1741626273257773;No
9445-SZLCH;No;36;Month-to-month;Bank transfer (automatic);97.35;Yes;> 2 anos;Automatico;0.3852777719494217;Yes
4003-FUSHP;No;19;Month-to-month;Credit card (automatic);61.55;No;1-2 anos;Automatico;0.29858588334892117;Yes
0356-ERHVT;No;11;Month-to-month;Bank transfer (automatic);45.9;No;< 1 ano;Automatico;0.26831528822871786;Yes
6096-EGVTU;No;64;One year;Mailed check;24.9;No;> 2 anos;Manual;0.015847911489896692;No
9881-VCZEP;No;25;Month-to-month;Electronic check;54.1;No;> 2 anos;Manual;0.2818326856870281;Yes
3063-QFSZL;No;1;Month-to-month;Electronic check;55.4;Yes;< 1 ano;Manual;0.48576118386864664;Yes
9625-QNLUX;No;68;Two year;Credit card (automatic);103.25;No;> 2 anos;Automatico;0.038698973177715826;No
3097-NQYSN;Yes;2;Month-to-month;Mailed check;86.85;Yes;< 1 ano;Manual;0.7706711457484207;Yes
0690-SRQID;No;4;Month-to-month;Mailed check;19.65;No;< 1 ano;Manual;0.24146249184064106;No
9605-WGJVW;Yes;1;Month-to-month;Electronic check;70.2;No;< 1 ano;Manual;0.6877655093471255;Yes
4700-UBQMV;No;21;One year;Bank transfer (automatic);75.9;No;1-2 anos;Automatico;0.17486499531143035;No
3565-UNOCC;Yes;29;Month-to-month;Bank transfer (automatic);99.05;Yes;> 2 anos;Automatico;0.5659315630599534;Yes
9249-FXSCK;No;52;One year;Credit card (automatic);111.25;Yes;> 2 anos;Automatico;0.1586061321811583;No
5438-QMDDL;No;19;Month-to-month;Mailed check;59.8;No;1-2 anos;Manual;0.36167873692668556;Yes
9812-GHVRI;No;40;Month-to-month;Bank transfer (automatic);83.85;No;> 2 anos;Automatico;0.2731656306900341;Yes
1228-ZLNBX;No;21;Month-to-month;Mailed check;75.3;No;1-2 anos;Manual;0.4471019104496413;Yes
7337-CINUD;No;8;Two year;Bank transfer (automatic);19.5;No;< 1 ano;Automatico;0.03207453978247365;No
6198-PNNSZ;No;56;One year;Bank transfer (automatic);109.8;No;> 2 anos;Automatico;0.13599862327954984;No
3317-VLGQT;No;14;Month-to-month;Electronic check;78.1;No;1-2 anos;Manual;0.5275570529787016;Yes
3258-SANFR;Yes;6;Month-to-month;Credit card (automatic);44.7;No;< 1 ano;Automatico;0.39636755938034846;Yes
4833-QTJNO;Yes;67;Month-to-month;Bank transfer (automatic);83.85;No;> 2 anos;Automatico;0.18442108685100805;No
8901-UPRHR;No;72;Two year;Bank transfer (automatic);109.2;No;> 2 anos;Automatico;0.03956564630043179;No
